Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractIdentifier,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,TotalMonthlyIncomeAmount,HUDMedianIncomeAmount,LoanAcquisitionActualUPBAmt,LTVRatioPercent,LoanPurposeType,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1Race1Type,Borrower2Race1Type,Borrower1GenderType,Borrower2GenderType,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,PropertyUsageType,PropertyUnitCount,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,EmploymentBorrowerSelfEmployed,PropertyType,MarginRatePercent,Borrower1EthnicityType,Borrower2EthnicityType,HOEPALoanStatusType
2.0,35.0,61.0,189.0,7619.0,8.0,97431,66018,10813,70600,339000,80.0,2,0,360,360,1,2,1,0,3,2,1,48,52,1,1,4.25,339000,20.0,31.0,1,0,0.0,1,6.0,1.0,2,2,2
5.0,14.0,55.0,342.0,7601.0,21.25,62760,66803,7250,77800,167200,80.0,1,0,360,360,1,1,0,0,8,1,4,30,998,1,1,4.0,167200,13.71,26.4,1,1,0.0,0,0.0,0.0,2,5,2
2.0,35.0,90.0,143.0,3273.0,3.0,97927,75749,7801,80800,182500,59.0,2,0,324,324,1,2,1,0,5,1,2,55,56,1,1,4.0,182500,16.0,21.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,55.0,162.0,3548.0,3.0,60675,74750,13537,77900,147000,79.0,2,0,348,348,1,2,1,0,5,1,2,54,48,1,1,4.25,147000,7.0,19.0,1,1,0.0,1,0.0,1.0,2,2,2
5.0,22.0,87.0,794.0,1952.0,9.63,71321,53628,12696,58600,176895,90.0,1,0,360,360,1,1,1,0,8,1,4,48,998,1,1,4.375,176895,9.42,23.39,1,1,25.0,0,0.0,0.0,2,5,2
5.0,14.0,76.0,794.0,11630.0,5.37,53826,55715,6227,61200,148000,80.0,1,0,240,240,1,2,0,0,5,1,2,59,57,1,1,3.75,148000,17.15,37.55,1,0,0.0,0,0.0,0.0,2,2,2
2.0,35.0,34.0,143.0,2639.0,4.0,91026,75749,14074,80800,175200,80.0,1,0,360,360,1,1,1,0,8,1,4,39,998,1,1,4.25,175200,9.0,40.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,14.0,32.0,342.0,5309.0,20.0,132776,72045,16399,77800,334250,73.0,2,0,360,360,1,1,1,0,8,2,4,38,998,1,1,4.25,334250,14.0,20.0,1,1,0.0,0,6.0,1.0,2,5,2
5.0,22.0,88.0,27.0,8162.0,4.09,77700,87331,5491,101200,161000,64.0,6,0,360,360,1,2,0,0,5,1,2,54,50,1,1,3.75,161000,21.77,30.33,1,1,0.0,0,0.0,0.0,2,2,2
2.0,35.0,28.0,162.0,1001.0,31.0,95048,74750,7489,77900,170000,49.0,2,0,360,360,1,1,1,0,8,2,4,47,998,1,1,4.0,170000,21.0,22.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,81.0,794.0,11403.0,7.56,70789,55715,9186,61200,145000,68.0,6,0,180,180,1,2,0,0,5,1,2,48,47,1,1,3.25,145000,13.38,25.17,1,1,0.0,0,0.0,0.0,2,2,2
2.0,35.0,41.0,794.0,11750.0,1.0,66875,65278,4738,65600,170000,78.0,6,0,360,360,1,1,1,0,8,1,4,55,998,1,1,4.75,170000,25.0,35.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,22.0,88.0,27.0,7968.0,39.51,94732,87331,8412,101200,184000,80.0,1,0,360,360,1,1,0,0,8,2,4,50,998,1,1,4.25,184000,15.94,29.23,1,1,0.0,0,5.0,0.0,2,5,2
2.0,35.0,6.0,751.0,3639.0,4.0,66042,72236,5915,73200,184775,95.0,1,0,360,360,1,2,1,0,5,1,2,34,34,1,1,4.375,184775,21.0,27.0,1,1,30.0,1,0.0,1.0,2,2,2
5.0,14.0,84.0,714.0,3952.0,3.27,46410,53117,28189,57200,177200,52.0,2,0,240,240,1,2,0,0,5,1,2,58,53,2,1,3.75,177200,4.07,19.43,1,0,0.0,0,0.0,0.0,2,2,3
2.0,17.0,63.0,414.0,4281.0,9.0,57684,70502,3191,74500,163774,95.0,1,0,360,360,1,1,0,0,8,1,4,38,998,1,1,4.25,164000,34.0,36.0,1,1,30.0,1,0.0,1.0,2,5,2
5.0,14.0,19.0,794.0,11641.0,2.31,76910,55715,4200,61200,140000,70.0,6,0,360,360,1,1,0,0,8,2,4,47,998,1,1,3.875,140000,20.24,30.88,1,1,0.0,0,0.0,0.0,3,5,2
2.0,17.0,65.0,143.0,4513.0,2.0,82457,75749,11284,80800,143500,45.0,2,0,360,360,1,2,1,0,5,2,1,42,51,1,1,4.375,143500,10.0,15.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,34.0,143.0,2992.0,18.0,53790,75749,5699,80800,150100,95.0,1,0,360,360,1,1,0,0,8,1,4,31,998,1,1,4.375,150100,19.0,26.0,1,1,30.0,1,0.0,1.0,2,5,2
2.0,17.0,83.0,607.0,1737.0,8.0,86049,62559,7657,58200,175000,72.0,1,0,360,360,1,2,1,0,5,1,2,50,49,1,1,4.375,175000,16.0,22.0,1,0,0.0,1,0.0,1.0,2,2,2
2.0,35.0,15.0,143.0,3663.0,5.0,113000,75749,5404,80800,180000,60.0,6,0,360,360,1,1,1,0,8,1,4,71,998,1,1,4.25,180000,17.0,18.0,1,1,0.0,1,6.0,1.0,2,5,2
5.0,14.0,92.0,794.0,5053.0,4.57,63450,55715,5385,61200,159500,58.0,2,0,180,180,1,2,0,0,2,1,2,63,49,1,1,3.5,159500,23.58,23.86,1,0,0.0,0,2.0,0.0,2,2,2
5.0,22.0,77.0,290.0,2953.0,6.1,75496,64496,6340,70500,148000,70.0,6,0,240,240,1,2,0,0,5,2,1,47,44,1,1,4.125,148000,17.85,26.03,1,1,0.0,0,5.0,0.0,2,2,2
5.0,14.0,55.0,342.0,7383.0,19.86,77813,66803,11742,77800,170100,90.0,1,0,360,360,1,2,0,0,5,1,2,56,53,1,1,3.875,170100,10.56,11.7,1,0,25.0,0,0.0,0.0,2,2,2
5.0,14.0,45.0,342.0,9239.0,2.01,103961,66803,26582,77800,332000,80.0,1,0,360,360,1,2,0,0,5,1,2,29,30,1,1,3.625,332000,7.6,11.24,1,0,0.0,0,6.0,0.0,2,2,2
2.0,43.0,110.0,330.0,8704.0,43.0,132566,73901,13542,77100,325600,80.0,1,0,360,360,1,1,0,0,8,2,4,29,998,1,1,3.875,325600,19.0,19.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,23.0,221.0,65.0,34.24,45266,55551,7205,69100,152000,80.0,1,0,360,360,1,2,0,0,5,1,2,55,61,1,1,4.0,152000,13.2,26.95,1,1,0.0,0,0.0,0.0,2,1,2
2.0,42.0,22.0,509.0,1638.0,31.0,58042,72006,5921,78000,174400,80.0,1,0,360,360,1,1,1,0,8,2,4,65,998,1,1,4.25,174400,19.0,19.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,65.0,794.0,11383.0,14.24,39063,55715,13078,61200,185285,76.0,2,0,360,360,1,1,0,0,8,1,4,57,998,1,1,4.0,185285,8.35,13.25,1,1,0.0,0,0.0,0.0,2,5,2
2.0,42.0,19.0,728.0,11675.0,8.0,64517,57262,7678,58400,168300,85.0,1,0,360,360,1,2,1,0,5,1,2,32,33,1,1,4.25,168300,15.0,16.0,1,1,12.0,1,0.0,1.0,2,2,2
5.0,14.0,58.0,794.0,11397.0,6.02,58250,55715,7344,61200,180000,80.0,1,0,360,360,1,2,0,0,5,1,2,36,32,1,1,4.0,180000,13.94,27.04,1,1,0.0,0,2.0,0.0,2,2,2
2.0,17.0,22.0,143.0,4110.0,7.0,71250,75749,21834,80800,340000,71.0,2,0,360,360,1,2,1,0,5,1,2,39,36,1,1,4.25,340000,12.0,14.0,1,0,0.0,1,0.0,1.0,2,2,2
2.0,35.0,92.0,784.0,204.0,1.0,55966,64398,6302,68600,139000,79.0,2,0,360,360,1,2,1,0,5,1,2,41,35,1,1,4.75,139000,16.0,21.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,34.0,143.0,892.0,46.0,60938,75749,7537,80800,138800,80.0,1,0,360,360,1,2,0,0,5,1,2,28,25,1,1,4.25,138800,14.0,22.0,1,0,0.0,1,0.0,1.0,2,2,2
5.0,23.0,11.0,473.0,4835.0,5.06,84833,84589,4750,93000,155200,80.0,6,0,360,360,1,1,0,0,8,1,4,46,998,1,1,4.25,155200,25.09,42.04,1,1,0.0,0,0.0,0.0,2,5,2
5.0,22.0,36.0,396.0,927.0,7.29,79964,63978,4631,72800,158400,80.0,6,0,360,360,1,1,0,0,8,1,4,41,998,1,1,4.25,158400,24.03,29.22,1,1,0.0,0,0.0,0.0,2,5,2
2.0,35.0,61.0,189.0,7619.0,8.0,97431,66018,12103,70600,165000,65.0,6,0,360,360,1,2,1,0,5,1,2,65,59,1,1,4.375,165000,10.0,25.0,1,1,0.0,1,0.0,1.0,2,2,2
5.0,14.0,23.0,221.0,73.0,9.56,73654,55551,7102,69100,142280,80.0,1,0,360,360,1,2,0,0,5,1,2,31,32,1,1,4.125,142280,11.86,18.81,1,0,0.0,0,0.0,0.0,2,2,2
2.0,38.0,1.0,573.0,8144.0,3.0,87198,74705,6600,79300,152000,80.0,6,0,360,360,1,1,1,0,8,1,4,29,998,1,1,4.5,152000,19.0,28.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,24.0,162.0,1891.0,16.0,93578,74750,5798,77900,172000,64.0,2,0,360,360,1,1,1,0,8,1,4,49,998,1,1,4.375,172000,24.0,34.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,14.0,55.0,342.0,7678.0,16.0,51000,72045,5326,77800,183900,71.0,2,0,360,360,1,2,1,0,5,1,2,63,59,1,1,4.25,183900,26.0,26.0,1,1,0.0,0,0.0,1.0,2,2,2
2.0,14.0,1.0,262.0,1765.0,13.0,80496,64365,12379,68800,340000,80.0,1,0,360,360,1,2,1,0,5,1,2,35,34,1,1,4.25,340000,18.0,29.0,1,1,0.0,1,6.0,1.0,2,1,2
2.0,14.0,6.0,342.0,10276.0,11.0,132734,72045,7022,77800,324000,79.0,2,0,360,360,1,1,1,0,8,1,4,29,998,1,1,4.0,324000,30.0,40.0,1,1,0.0,1,6.0,1.0,2,5,2
2.0,14.0,55.0,342.0,7714.0,15.0,70110,72045,3375,77800,139000,78.0,2,0,360,360,1,2,1,0,5,1,2,29,29,1,1,4.125,139000,28.0,29.0,1,1,0.0,1,6.0,1.0,2,2,2
2.0,35.0,24.0,162.0,1704.0,9.0,81375,74750,5115,77900,176000,75.0,2,0,360,360,1,1,1,0,8,1,4,33,998,1,1,4.25,176000,26.0,42.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,34.0,143.0,2707.0,2.0,89275,75749,6243,80800,159000,77.0,1,0,360,360,1,2,1,0,5,2,2,33,30,1,1,4.125,159000,19.0,32.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,17.0,9.0,143.0,4581.0,3.0,105787,75749,8333,80800,140000,78.0,6,0,360,360,1,2,1,0,5,1,2,36,38,1,1,4.375,140000,14.0,31.0,1,1,0.0,1,0.0,1.0,2,2,2
5.0,14.0,35.0,342.0,6667.0,3.58,75574,66803,7979,77800,170000,85.0,1,0,360,360,1,2,0,0,5,1,2,56,33,1,1,3.875,170000,13.45,18.01,1,0,12.0,0,0.0,0.0,2,2,2
5.0,22.0,88.0,27.0,8046.0,10.99,72950,87331,22253,101200,332000,80.0,2,0,180,180,1,2,0,0,5,1,2,53,52,1,1,3.375,332000,13.3,17.3,1,1,0.0,0,0.0,0.0,2,2,2
5.0,22.0,70.0,200.0,5839.0,19.8,52652,76739,7455,88200,169600,80.0,1,0,240,240,1,1,1,0,8,1,4,26,998,1,1,3.75,169600,18.41,22.73,1,1,0.0,0,0.0,0.0,2,5,2
2.0,35.0,28.0,162.0,37.0,6.0,124417,74750,13674,77900,150000,50.0,6,0,360,360,1,1,1,0,8,1,4,71,998,1,1,4.375,150000,9.0,10.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,61.0,189.0,7663.0,4.0,86121,66018,7834,70600,169000,74.0,2,0,360,360,1,2,1,0,5,1,2,36,37,1,1,4.0,169000,13.0,13.0,1,1,0.0,1,6.0,1.0,2,2,2
5.0,14.0,32.0,342.0,5278.0,10.45,88699,66803,5215,77800,140000,41.0,2,0,240,240,1,1,0,0,8,2,4,69,998,1,1,3.375,140000,23.87,25.6,1,1,0.0,0,6.0,0.0,2,5,2
5.0,14.0,50.0,140.0,3742.0,20.58,106458,64075,9113,72700,145000,54.72,1,0,180,180,1,2,0,0,5,1,2,55,54,1,1,3.625,145000,11.47,14.87,1,1,0.0,0,0.0,0.0,2,2,2
2.0,35.0,61.0,189.0,7524.0,4.0,83947,66018,4686,70600,138000,67.0,1,0,360,360,1,1,1,0,8,1,4,33,998,1,1,4.25,138000,22.0,29.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,10.0,794.0,11386.0,30.19,52981,55715,25002,61200,188000,80.0,1,0,180,180,1,1,0,0,8,1,4,39,998,1,1,3.375,188000,7.12,8.64,1,1,0.0,0,2.0,0.0,2,5,2
2.0,35.0,63.0,189.0,3909.0,29.0,84151,66018,7902,70600,136000,85.0,1,0,360,360,1,1,1,0,8,1,4,40,998,1,1,4.25,136000,14.0,32.0,1,1,25.0,1,0.0,1.0,2,5,2
2.0,17.0,65.0,143.0,4509.0,3.0,104805,75749,8122,80800,152500,80.0,2,0,360,360,1,2,1,0,5,1,2,36,32,1,1,4.125,152500,13.0,16.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,17.0,22.0,143.0,4160.0,3.0,66250,75749,9352,80800,137000,79.0,6,0,360,360,1,2,1,0,5,1,2,26,28,1,1,4.125,137000,9.0,18.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,10.0,143.0,1811.0,8.0,106469,75749,3910,80800,168000,80.0,6,0,360,360,1,1,1,0,8,2,4,30,998,1,1,4.125,168000,29.0,37.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,45.0,342.0,9219.0,22.91,59046,66803,8508,77800,159500,64.0,2,0,360,360,1,2,0,0,5,2,1,41,40,1,1,3.875,159500,12.28,23.7,1,0,0.0,0,6.0,0.0,2,2,2
2.0,35.0,34.0,143.0,2983.0,7.0,93276,75749,5453,80800,151000,67.0,1,0,360,360,1,1,1,0,8,1,4,51,998,1,1,4.125,151000,22.0,23.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,22.0,794.0,11415.0,0.33,74265,55715,16270,61200,142500,36.0,6,0,180,180,1,2,0,0,5,1,2,49,50,1,1,3.5,142500,8.84,11.93,1,1,0.0,0,0.0,0.0,2,2,2
5.0,14.0,33.0,342.0,7925.0,6.05,81346,66803,8101,77800,142000,78.0,6,0,180,180,1,2,0,0,5,1,2,56,54,1,1,3.5,142000,15.2,27.86,1,1,0.0,0,0.0,0.0,2,2,2
2.0,17.0,10.0,414.0,3150.0,17.0,55682,70502,4666,74500,157682,90.0,1,0,360,360,1,1,0,0,8,1,4,29,998,1,1,4.25,157900,23.0,35.0,1,1,25.0,1,0.0,1.0,2,5,2
2.0,35.0,24.0,162.0,2018.0,4.0,83333,74750,6635,77900,156000,66.0,2,0,360,360,1,1,1,0,8,1,4,19,998,1,1,4.375,156000,16.0,25.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,35.0,342.0,6641.0,5.66,107594,66803,6250,77800,143000,78.0,1,0,360,360,1,1,0,0,8,2,4,64,998,1,1,3.875,143000,15.76,29.65,1,1,0.0,0,6.0,0.0,2,5,2
5.0,14.0,55.0,342.0,7380.0,62.33,43984,66803,3459,77800,164286,86.0,2,0,360,360,1,1,0,0,8,2,4,27,998,1,1,3.75,164286,28.74,28.74,1,1,25.0,0,0.0,0.0,2,5,2
2.0,35.0,28.0,162.0,1541.0,4.0,80757,74750,5399,77900,144000,72.0,2,0,360,360,1,2,1,0,5,1,2,45,41,1,1,4.25,144000,21.0,23.0,1,1,0.0,1,0.0,1.0,3,3,2
2.0,35.0,26.0,162.0,3251.0,4.0,104787,74750,8808,77900,178000,72.0,2,0,353,353,1,2,1,0,5,1,2,37,36,1,1,4.125,178000,14.0,17.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,52.0,69.0,759.0,7.0,70072,64869,3900,65700,175000,80.0,1,0,360,360,1,1,1,0,8,2,4,44,998,1,1,4.375,175000,31.0,34.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,9.0,143.0,11383.0,2.0,54821,75749,4804,80800,148000,75.0,1,0,360,360,1,2,1,0,5,1,2,66,63,1,1,4.25,148000,16.0,34.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,28.0,162.0,1032.0,13.0,124625,74750,5808,77900,171100,63.0,2,0,360,360,1,1,1,0,8,2,4,37,998,1,1,4.0,171100,23.0,28.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,32.0,189.0,6912.0,15.0,58031,66018,6070,70600,151996,80.0,1,0,360,360,1,2,1,0,5,1,2,35,35,1,1,4.25,151996,18.0,40.0,1,1,0.0,1,6.0,1.0,2,2,2
5.0,14.0,95.0,235.0,3208.0,4.24,73977,61595,3743,67200,138807,56.0,2,0,360,360,1,2,0,0,5,1,2,76,63,1,1,4.25,138807,19.62,19.62,1,1,0.0,0,0.0,0.0,2,2,2
5.0,14.0,91.0,714.0,1595.0,7.9,67868,53117,8677,57200,180000,90.0,1,0,360,360,1,1,0,0,8,1,4,46,998,1,1,4.25,180000,12.62,34.48,1,1,25.0,0,0.0,0.0,2,5,2
2.0,17.0,22.0,143.0,4080.0,3.0,91635,75749,5597,80800,161278,95.0,1,0,360,360,1,1,1,0,8,1,4,25,998,1,1,4.25,161500,19.0,19.0,1,1,30.0,1,0.0,1.0,2,5,2
2.0,17.0,76.0,185.0,11224.0,4.0,50925,48513,3862,51200,161500,74.0,2,0,360,360,1,1,1,0,8,2,4,48,998,1,1,4.375,161500,28.0,43.0,1,1,0.0,1,2.0,1.0,2,5,2
5.0,22.0,22.0,396.0,1614.0,13.54,69091,63978,8802,72800,163800,90.0,1,0,360,360,1,2,0,0,5,2,1,54,52,1,1,4.125,163800,12.54,16.38,1,0,25.0,0,0.0,0.0,2,2,2
2.0,17.0,65.0,143.0,4478.0,11.0,95531,75749,10185,80800,147500,57.0,1,0,360,360,1,2,1,0,5,1,2,65,55,1,1,4.125,147500,14.0,42.0,1,1,0.0,1,5.0,1.0,2,2,2
5.0,14.0,32.0,342.0,5301.0,21.53,91250,66803,7460,77800,176000,80.0,1,0,360,360,1,2,0,0,5,1,1,34,32,1,1,3.875,176000,16.25,35.69,1,0,0.0,0,0.0,0.0,2,2,2
2.0,35.0,34.0,143.0,2678.0,6.0,93375,75749,14369,80800,172000,83.0,2,0,350,350,1,1,1,0,8,1,4,38,998,1,1,4.25,172000,9.0,13.0,1,1,25.0,1,0.0,1.0,2,5,2
2.0,17.0,37.0,414.0,516.0,19.0,53693,70502,13247,74500,167000,35.0,2,0,360,360,1,2,1,0,5,1,2,51,51,1,1,4.25,167000,8.0,11.0,1,1,0.0,1,6.0,1.0,2,2,2
2.0,17.0,22.0,143.0,4058.0,2.0,122895,75749,12496,80800,175000,47.0,1,0,360,360,1,2,1,0,5,1,2,35,32,1,1,4.25,175000,13.0,14.0,1,0,0.0,1,0.0,1.0,2,2,2
2.0,14.0,1.0,262.0,1766.0,11.0,85982,64365,11181,68800,150000,45.0,1,0,240,240,1,2,1,0,5,1,2,60,58,1,1,4.125,150000,9.0,15.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,50.0,162.0,9932.0,30.0,97802,74750,4796,77900,175920,80.0,1,0,360,360,1,1,1,0,8,2,4,65,998,1,1,4.375,175920,26.0,35.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,22.0,67.0,503.0,566.0,8.97,47548,52263,3750,55600,164000,80.0,6,0,240,240,1,2,0,0,5,2,1,27,27,1,1,3.75,164000,31.73,41.73,1,1,0.0,0,0.0,0.0,2,2,2
5.0,22.0,89.0,200.0,8999.0,20.76,83000,52733,3058,60100,168551,80.0,1,0,360,360,1,2,0,0,5,1,2,31,27,1,1,3.875,168800,34.92,42.51,1,1,0.0,0,2.0,0.0,2,2,2
5.0,14.0,87.0,794.0,2614.0,3.73,53294,55715,14529,61200,176000,80.0,1,0,180,180,1,2,0,0,5,2,1,65,67,1,1,3.375,176000,10.65,19.78,1,1,0.0,1,0.0,0.0,2,2,2
2.0,35.0,21.0,149.0,6218.0,6.0,110368,69998,13747,73700,174400,80.0,1,0,360,360,1,2,1,0,5,1,2,64,63,1,1,4.125,174400,11.0,27.0,1,1,0.0,1,6.0,1.0,2,2,2
2.0,35.0,10.0,143.0,1817.0,15.0,122629,75749,9813,80800,156000,66.0,2,0,360,360,1,2,1,0,5,1,2,62,62,1,1,4.125,156000,13.0,31.0,1,1,0.0,1,6.0,1.0,2,2,2
2.0,43.0,86.0,330.0,9448.0,41.0,153439,73901,11028,77100,315000,74.0,2,0,300,300,1,1,1,0,8,1,4,46,998,1,1,3.75,315000,26.0,26.0,1,1,0.0,1,6.0,1.0,1,5,2
2.0,43.0,63.0,182.0,38.0,18.0,188033,75839,11243,80300,310000,64.0,2,0,360,360,1,1,1,0,8,1,4,53,998,1,1,3.75,310000,20.0,21.0,1,1,0.0,0,0.0,1.0,2,5,2
5.0,14.0,6.0,342.0,10276.0,10.02,128317,66803,6201,77800,148000,78.0,2,0,300,300,1,1,0,0,8,2,4,40,998,1,1,3.625,148000,16.19,29.35,1,1,0.0,0,6.0,0.0,2,5,2
5.0,14.0,1.0,262.0,1763.0,9.1,65847,60681,5650,65800,185000,76.0,6,0,360,360,1,2,0,0,5,1,2,35,33,1,1,4.125,185000,21.1,21.54,1,1,0.0,0,6.0,0.0,2,2,2
5.0,22.0,41.0,347.0,989.0,4.58,63000,58432,9483,64600,180000,80.0,1,0,360,360,1,2,0,0,5,2,1,26,26,1,1,4.125,180000,13.04,13.37,1,1,0.0,0,0.0,0.0,2,2,2
2.0,35.0,28.0,162.0,1039.0,5.0,180000,74750,11557,77900,300000,69.0,6,0,360,360,1,2,1,0,2,1,2,49,46,1,1,4.125,300000,19.0,24.0,1,1,0.0,1,0.0,1.0,2,2,2
5.0,14.0,32.0,342.0,5313.0,6.46,117083,66803,13182,77800,340000,80.0,6,0,360,360,1,2,0,0,5,1,2,34,33,1,1,3.875,340000,15.46,43.82,1,0,0.0,0,0.0,0.0,2,2,2
2.0,35.0,10.0,143.0,1812.0,12.0,105833,75749,3937,80800,146334,80.0,1,0,360,360,1,1,0,0,8,1,4,29,998,1,1,4.25,146334,27.0,27.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,22.0,45.0,290.0,2064.0,29.8,63611,64496,6379,70500,172000,80.0,6,0,180,180,1,1,0,0,8,2,4,32,998,1,1,3.375,172000,23.94,33.22,1,1,0.0,0,0.0,0.0,2,5,2
5.0,14.0,71.0,140.0,3909.0,12.74,98125,64075,16508,72700,340000,41.98,6,0,360,360,1,2,0,0,5,1,2,49,41,1,1,4.0,340000,9.83,30.87,1,1,0.0,0,0.0,0.0,2,2,2
2.0,17.0,65.0,143.0,4510.0,5.0,119671,75749,9357,80800,178400,80.0,2,0,352,352,1,2,1,0,5,1,2,27,26,1,1,4.375,178400,13.0,15.0,1,1,0.0,1,0.0,1.0,2,2,2
5.0,14.0,30.0,794.0,63.0,12.15,66223,55715,3581,61200,143920,80.0,1,0,360,360,1,2,0,0,5,1,2,34,36,1,1,4.0,143920,25.13,40.97,1,1,0.0,0,0.0,0.0,2,2,2
5.0,14.0,53.0,794.0,11366.0,5.78,48611,55715,5823,61200,170528,95.0,1,0,360,360,1,1,0,0,8,1,4,40,998,1,1,4.25,171000,20.0,20.34,1,1,30.0,0,0.0,0.0,2,5,2
5.0,9.0,39.0,120.0,3531.0,30.13,42174,57627,33595,67100,324800,80.0,2,0,360,360,1,1,0,0,8,1,4,64,998,2,1,3.875,324800,5.88,19.69,1,1,0.0,1,0.0,0.0,2,5,3
5.0,14.0,67.0,714.0,3150.0,2.29,42484,53117,10117,57200,174800,76.0,6,0,360,360,1,2,0,0,5,1,2,32,28,1,1,3.875,174800,9.2,27.82,1,1,0.0,0,0.0,0.0,2,2,2
5.0,14.0,72.0,235.0,3522.0,1.92,68938,61595,6500,67200,149200,80.0,6,0,360,360,1,1,0,0,8,1,4,31,998,1,1,4.0,149200,13.06,15.41,1,1,0.0,0,0.0,0.0,2,5,2
2.0,35.0,24.0,162.0,2001.0,12.0,136169,74750,20913,77900,329500,68.0,2,0,348,348,1,2,1,0,5,1,2,54,44,1,1,4.125,329500,12.0,19.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,28.0,162.0,1538.0,7.0,105833,74750,5599,77900,138000,36.0,2,0,360,360,1,2,1,0,5,1,2,66,68,1,1,4.25,138000,26.0,36.0,1,1,0.0,0,5.0,1.0,2,2,2
2.0,35.0,24.0,162.0,1704.0,9.0,81375,74750,9796,77900,173900,75.0,1,0,360,360,1,2,1,0,5,1,2,49,54,1,1,4.25,173900,14.0,33.0,1,1,0.0,1,6.0,1.0,2,2,2
2.0,35.0,10.0,143.0,1751.0,3.0,81250,75749,5470,80800,167000,73.0,2,0,360,360,1,2,1,0,5,1,2,31,29,1,1,4.125,167000,21.0,24.0,1,0,0.0,1,0.0,1.0,2,2,2
2.0,35.0,10.0,143.0,1830.0,8.0,86037,75749,7069,80800,145816,84.0,2,0,360,360,1,1,1,0,8,1,4,34,998,1,1,4.25,147000,14.0,20.0,1,1,25.0,1,0.0,1.0,2,5,2
2.0,35.0,10.0,143.0,2024.0,5.0,92583,75749,10223,80800,180000,80.0,1,0,360,360,1,2,1,0,5,1,2,45,42,1,1,4.125,180000,13.0,37.0,1,0,0.0,1,0.0,1.0,2,2,2
5.0,22.0,87.0,794.0,1595.0,7.69,55928,53628,11212,58600,176000,80.0,6,0,180,180,1,2,0,0,5,1,2,53,46,1,1,3.25,176000,13.61,31.23,1,1,0.0,0,2.0,0.0,2,2,2
2.0,35.0,61.0,189.0,7524.0,4.0,83947,66018,12499,70600,162500,68.0,1,0,360,360,1,2,1,0,5,1,2,41,39,1,1,4.25,162500,10.0,16.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,10.0,143.0,1751.0,3.0,81250,75749,5025,80800,172500,46.0,2,0,348,348,1,2,1,0,5,1,2,63,62,1,1,4.0,172500,24.0,31.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,14.0,32.0,342.0,5297.0,22.0,129348,72045,15149,77800,329500,80.0,1,0,360,360,1,2,1,0,5,1,2,32,32,1,1,4.25,329500,15.0,19.0,1,1,0.0,1,6.0,1.0,2,2,2
5.0,22.0,36.0,396.0,1029.0,6.44,80156,63978,4534,72800,177600,80.0,2,0,360,360,1,2,0,0,5,1,2,69,67,1,1,3.625,177600,28.36,30.52,1,1,0.0,0,2.0,0.0,2,2,2
5.0,22.0,36.0,396.0,1030.0,4.41,63938,63978,8646,72800,148328,95.0,1,0,360,360,1,2,0,0,5,1,2,63,62,1,1,3.75,148328,10.59,26.46,1,1,30.0,0,2.0,0.0,2,2,2
