Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractIdentifier,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,TotalMonthlyIncomeAmount,HUDMedianIncomeAmount,LoanAcquisitionActualUPBAmt,LTVRatioPercent,LoanPurposeType,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1Race1Type,Borrower2Race1Type,Borrower1GenderType,Borrower2GenderType,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,PropertyUsageType,PropertyUnitCount,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,EmploymentBorrowerSelfEmployed,PropertyType,MarginRatePercent,Borrower1EthnicityType,Borrower2EthnicityType,HOEPALoanStatusType
2.0,35.0,94.0,794.0,11363.0,7.0,62791,59918,7460,65400,156000,80.0,1,0,360,360,1,1,1,0,8,1,4,54,998,1,1,3.875,156000,15.0,29.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,55.0,342.0,7351.0,11.03,120221,66803,4170,77800,163000,84.0,2,0,360,360,1,1,0,0,8,2,4,30,998,1,1,3.625,163000,24.8,26.62,1,1,12.0,0,0.0,0.0,2,5,2
5.0,14.0,86.0,391.0,843.0,25.02,76250,62682,4138,68000,172000,84.0,2,0,360,360,1,2,0,0,5,1,2,29,29,1,1,3.625,172000,25.3,25.91,1,0,12.0,0,0.0,0.0,2,2,2
2.0,35.0,28.0,162.0,1000.0,17.0,109786,74750,10240,77900,146500,80.0,1,0,360,360,1,1,1,0,8,1,4,58,998,1,1,4.0,146500,13.0,18.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,22.0,794.0,11408.0,2.14,80372,55715,11554,61200,334500,89.0,2,0,180,180,1,2,0,0,5,1,2,32,28,1,1,3.375,334500,23.89,26.1,1,1,12.0,0,0.0,0.0,2,2,2
5.0,14.0,50.0,140.0,3558.0,18.24,81250,64075,4586,72700,140320,80.0,1,0,360,360,1,1,0,0,8,2,4,61,998,1,1,4.125,140320,19.1,19.65,1,1,0.0,0,6.0,0.0,2,5,2
2.0,35.0,34.0,143.0,892.0,46.0,60938,75749,4091,80800,159000,92.0,1,0,360,360,1,1,0,0,8,2,4,30,998,1,1,4.125,159000,27.0,28.0,1,1,30.0,1,0.0,1.0,2,5,2
2.0,35.0,34.0,143.0,3002.0,12.0,53750,75749,4708,80800,182000,80.0,1,0,360,360,1,1,0,0,8,1,4,24,998,1,2,4.25,182000,28.0,29.0,1,1,0.0,1,3.0,1.0,2,5,2
2.0,23.0,33.0,473.0,5771.0,6.0,74868,92660,7815,99300,340000,61.0,2,0,360,360,1,1,1,0,8,2,4,42,998,1,1,3.875,340000,27.0,28.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,42.0,66.0,509.0,1614.0,11.0,73936,72006,4751,78000,157200,75.0,1,0,360,360,1,1,1,0,8,1,4,27,998,1,1,4.25,157200,23.0,24.0,1,1,0.0,1,6.0,1.0,2,5,2
5.0,14.0,65.0,794.0,11383.0,14.24,39063,55715,3087,61200,154375,95.0,1,0,360,360,1,1,0,0,8,1,4,37,998,1,1,3.875,154375,31.16,42.85,1,1,30.0,0,0.0,0.0,2,5,2
5.0,14.0,35.0,342.0,6641.0,5.66,107594,66803,8123,77800,170000,74.0,1,0,360,360,1,2,0,0,5,1,2,47,48,1,1,3.625,170000,12.05,38.31,1,1,0.0,0,0.0,0.0,2,2,2
2.0,38.0,11.0,573.0,11176.0,3.0,97417,74705,14117,79300,179800,77.0,2,0,360,360,1,1,1,0,8,1,4,42,998,1,1,4.5,179800,9.0,19.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,33.0,342.0,7934.0,7.51,72021,66803,8493,77800,168000,74.0,6,0,180,180,1,2,0,0,5,1,2,52,48,1,1,3.125,168000,17.38,30.05,1,0,0.0,1,6.0,0.0,2,2,2
2.0,35.0,6.0,751.0,3622.0,2.0,100435,72236,5499,73200,148000,80.0,1,0,360,360,1,2,1,0,5,1,2,34,33,1,1,4.375,148000,18.0,30.0,1,0,0.0,1,0.0,1.0,2,2,2
2.0,35.0,63.0,189.0,5902.0,3.0,65644,66018,13565,70600,340000,80.0,6,0,360,360,1,2,1,0,5,1,2,38,41,1,1,4.5,340000,13.0,17.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,14.0,55.0,342.0,7672.0,8.0,91640,72045,7740,77800,160000,70.0,1,0,360,360,1,2,1,0,5,1,2,65,55,1,1,4.25,160000,15.0,34.0,1,1,0.0,1,6.0,1.0,2,2,2
5.0,14.0,32.0,342.0,5278.0,10.45,88699,66803,8096,77800,165750,65.0,1,0,240,240,1,2,1,0,5,1,2,37,29,1,1,3.375,165750,15.83,19.31,1,0,0.0,0,6.0,0.0,2,2,2
2.0,14.0,54.0,342.0,1915.0,3.0,89500,72045,7666,77800,141150,62.0,2,0,360,360,1,2,1,0,5,1,2,27,28,1,1,4.125,141150,12.0,20.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,14.0,32.0,342.0,5298.0,12.0,110075,72045,9006,77800,143800,75.0,6,0,360,360,1,1,1,0,8,2,4,57,998,1,1,4.25,143800,12.0,19.0,1,1,0.0,1,6.0,1.0,2,5,2
2.0,14.0,55.0,342.0,7674.0,9.0,69318,72045,7179,77800,182000,70.0,1,0,360,360,1,2,1,0,5,1,2,39,39,1,1,4.25,182000,19.0,24.0,1,1,0.0,1,6.0,1.0,2,2,2
5.0,14.0,19.0,794.0,11635.0,2.33,45927,55715,6127,61200,191200,80.0,1,0,360,360,1,2,0,0,5,1,2,26,28,1,1,3.75,191200,16.94,33.8,1,0,0.0,0,6.0,0.0,2,2,2
5.0,22.0,76.0,794.0,11342.0,5.61,64044,53628,9673,58600,189000,69.0,2,0,360,360,1,2,0,0,5,2,1,42,49,1,1,3.75,189000,11.75,21.75,1,1,0.0,0,0.0,0.0,3,3,2
5.0,22.0,70.0,200.0,5949.0,14.19,75524,76739,4184,88200,160000,80.0,1,0,360,360,1,1,1,0,8,1,4,25,998,1,1,3.75,160000,23.47,35.54,1,1,0.0,0,2.0,0.0,2,5,2
5.0,22.0,89.0,200.0,9030.0,5.19,117568,52733,12799,60100,185000,62.0,6,0,360,360,1,2,0,0,5,2,1,54,60,1,1,3.5,185000,10.0,26.49,1,0,0.0,0,2.0,0.0,2,2,2
5.0,14.0,55.0,342.0,7567.0,45.47,87344,66803,16493,77800,336800,80.0,2,0,240,240,1,1,0,0,8,1,4,49,998,1,1,3.5,336800,14.95,42.57,1,1,0.0,1,0.0,0.0,2,5,2
5.0,22.0,70.0,200.0,5843.0,17.23,77465,76739,3857,88200,148500,90.0,1,0,360,360,1,1,0,0,8,2,4,31,998,1,1,3.625,148500,27.92,39.12,1,1,25.0,0,5.0,0.0,2,5,2
2.0,43.0,39.0,330.0,9641.0,29.0,103590,73901,10174,77100,344000,80.0,2,0,360,360,1,2,1,0,5,1,2,31,32,1,1,3.875,344000,23.0,23.0,1,1,0.0,1,6.0,1.0,2,2,2
2.0,33.0,100.0,596.0,4209.0,41.0,113328,84753,4446,93100,180000,80.0,1,0,360,360,1,1,0,0,8,2,4,42,998,1,1,4.25,180000,29.0,29.0,1,1,0.0,1,6.0,1.0,2,5,2
5.0,14.0,53.0,794.0,11375.0,3.55,53889,55715,12940,61200,150000,50.0,6,0,180,180,1,2,0,0,5,1,2,42,43,1,1,3.625,150000,10.21,18.1,1,1,0.0,0,0.0,0.0,2,2,2
2.0,42.0,103.0,509.0,4054.0,8.0,94125,72006,4266,78000,176900,84.0,1,0,360,360,1,1,1,0,8,2,4,53,998,1,1,4.125,176900,30.0,31.0,1,1,12.0,1,6.0,1.0,2,5,2
5.0,23.0,22.0,473.0,4370.0,16.98,88625,84589,13415,93000,343000,70.0,6,0,240,240,1,2,0,0,5,2,1,38,44,1,1,3.75,343000,20.16,23.64,1,1,0.0,0,6.0,0.0,2,2,2
5.0,22.0,45.0,290.0,1774.0,7.43,105743,64496,7700,70500,139500,90.0,1,0,360,360,1,1,0,0,8,2,4,59,998,1,1,4.125,139500,14.86,41.27,1,1,25.0,0,5.0,0.0,2,5,2
5.0,14.0,89.0,235.0,1670.0,8.02,67792,61595,4623,67200,147400,79.95,1,0,360,360,1,2,0,0,5,1,2,35,34,1,1,4.125,147400,18.88,34.27,1,1,0.0,1,0.0,0.0,2,2,2
5.0,14.0,33.0,342.0,7923.0,1.97,78770,66803,6834,77800,164000,80.0,2,0,240,240,1,2,0,0,5,1,2,30,28,1,1,3.75,164000,21.63,32.2,1,0,0.0,1,0.0,0.0,2,2,2
5.0,22.0,53.0,200.0,9840.0,6.76,101976,76739,15749,88200,333600,80.0,6,0,360,360,1,2,0,0,5,1,2,39,41,1,1,4.125,333600,13.14,20.17,1,1,0.0,0,0.0,0.0,2,2,2
5.0,22.0,77.0,290.0,2959.0,14.46,63029,64496,4290,70500,159000,73.0,6,0,360,360,1,1,0,0,8,2,4,42,998,1,1,4.25,159000,23.45,32.73,1,1,0.0,0,0.0,0.0,2,5,2
2.0,9.0,45.0,523.0,346.0,9.0,124830,67866,10964,70900,175000,29.0,1,0,360,360,1,2,1,0,5,2,1,63,65,2,1,4.125,175000,15.0,39.0,1,1,0.0,1,6.0,1.0,2,3,3
2.0,35.0,87.0,162.0,3977.0,6.0,59418,74750,5348,77900,159811,68.0,2,0,360,360,1,1,1,0,8,2,4,35,998,1,1,4.25,160000,22.0,31.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,7.0,342.0,11726.0,3.22,67794,66803,25000,77800,336000,80.0,1,0,360,360,1,1,0,0,8,2,4,50,998,2,1,3.875,336000,13.43,23.12,1,1,0.0,0,6.0,0.0,2,5,3
2.0,35.0,34.0,143.0,2868.0,28.0,80069,75749,8910,80800,143000,77.0,2,0,300,300,1,2,1,0,5,1,2,55,60,1,1,4.125,143000,17.0,28.0,1,1,0.0,1,5.0,1.0,2,2,2
2.0,35.0,34.0,143.0,2909.0,15.0,71025,75749,3966,80800,163900,80.0,1,0,360,360,1,1,0,0,8,1,4,27,998,1,1,4.25,163900,30.0,31.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,61.0,189.0,7611.0,13.0,72923,66018,7473,70600,174250,85.0,1,0,360,360,1,2,0,0,5,2,1,25,23,1,1,4.25,174250,16.0,22.0,1,1,25.0,1,6.0,1.0,2,2,2
2.0,14.0,55.0,342.0,7401.0,13.0,135750,72045,16260,77800,335900,80.0,1,0,360,360,1,2,0,0,5,1,2,31,29,1,1,4.25,335900,13.0,22.0,1,1,0.0,1,6.0,1.0,2,2,2
5.0,22.0,0.0,794.0,0.0,1.13,55500,53628,6546,58600,155500,64.0,6,0,360,360,1,1,0,0,8,1,4,58,998,1,1,3.75,155500,14.34,32.94,1,1,0.0,0,2.0,0.0,2,5,2
5.0,14.0,33.0,342.0,7925.0,6.05,81346,66803,11913,77800,336000,80.0,1,0,360,360,1,2,0,0,5,1,2,45,43,1,1,3.75,336000,15.74,24.48,1,1,0.0,0,0.0,0.0,2,2,2
5.0,22.0,42.0,368.0,520.0,18.18,107883,63609,6878,76200,140000,78.0,2,0,240,240,1,2,0,0,5,2,1,53,56,1,1,3.625,140000,16.05,21.94,1,1,0.0,0,0.0,0.0,2,2,2
5.0,14.0,6.0,342.0,10270.0,7.3,62721,66803,10174,77800,175000,70.0,1,0,360,360,1,2,0,0,5,1,2,35,31,1,1,3.875,175000,13.1,18.12,1,1,0.0,0,0.0,0.0,2,2,2
2.0,35.0,34.0,143.0,799.0,7.0,173828,75749,12153,80800,198500,61.0,2,0,360,360,1,2,1,0,5,1,2,39,37,1,1,4.125,198500,13.0,14.0,1,1,0.0,1,6.0,1.0,2,2,2
5.0,14.0,32.0,342.0,5295.0,23.84,88113,66803,9518,77800,140000,66.0,6,0,240,240,1,2,0,0,5,1,2,54,52,1,1,3.5,140000,11.57,29.73,1,0,0.0,0,6.0,0.0,2,2,2
2.0,35.0,34.0,143.0,3045.0,90.0,23125,75749,4669,80800,151703,68.0,2,0,360,360,1,1,1,0,8,1,4,73,998,1,1,4.375,152000,27.0,29.0,1,1,0.0,0,6.0,1.0,2,5,2
2.0,17.0,37.0,414.0,204.0,15.0,89531,70502,5550,74500,151986,86.0,2,0,360,360,1,1,1,0,8,2,4,34,998,1,1,4.125,152200,18.0,24.0,1,1,25.0,1,0.0,1.0,2,5,2
5.0,14.0,61.0,342.0,8686.0,3.59,69050,66803,26789,77800,175920,80.0,1,0,360,360,1,2,0,0,5,1,2,62,56,1,1,3.875,175920,4.63,22.44,1,1,0.0,1,5.0,0.0,2,2,2
5.0,14.0,55.0,342.0,7379.0,20.45,107222,66803,9292,77800,334000,79.0,6,0,360,360,1,2,0,0,5,1,2,34,34,1,1,3.875,334000,20.59,29.08,1,1,0.0,0,0.0,0.0,2,2,2
5.0,22.0,77.0,290.0,2967.0,7.22,85926,64496,13112,70500,340000,80.0,6,0,360,360,1,2,0,0,5,1,2,41,39,1,1,3.875,340000,17.82,25.72,1,1,0.0,0,6.0,0.0,2,2,2
2.0,14.0,47.0,754.0,11538.0,5.0,70833,64973,14125,66500,156000,80.0,1,0,360,360,1,2,1,0,5,1,2,35,35,2,1,4.375,156000,7.0,24.0,1,1,0.0,1,0.0,1.0,2,2,3
2.0,35.0,34.0,143.0,763.0,16.0,70950,75749,5500,80800,154000,80.0,1,0,360,360,1,1,0,0,8,2,4,33,998,1,1,4.0,154000,26.0,32.0,1,1,0.0,1,6.0,1.0,2,5,2
2.0,35.0,90.0,143.0,3419.0,7.0,97958,75749,9370,80800,157000,70.0,1,0,360,360,1,2,1,0,5,1,2,75,73,1,1,4.25,157000,13.0,34.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,14.0,1.0,262.0,1834.0,13.0,61964,64365,6916,68800,159700,82.0,2,0,360,360,1,1,1,0,8,1,4,63,998,1,1,4.25,159700,16.0,36.0,1,1,25.0,1,6.0,1.0,2,5,2
5.0,14.0,40.0,140.0,5003.0,7.81,54669,64075,4721,72700,165600,80.0,6,0,360,360,1,1,0,0,8,3,4,49,998,1,1,4.25,165600,20.63,21.37,1,1,0.0,0,0.0,0.0,2,5,2
5.0,14.0,99.0,794.0,11471.0,9.92,64559,55715,4500,61200,142500,71.61,2,0,360,360,1,1,0,0,8,1,4,44,998,1,1,3.875,142500,17.62,30.58,1,1,0.0,0,0.0,0.0,2,5,2
2.0,35.0,72.0,162.0,2755.0,5.0,93583,74750,13135,77900,181600,80.0,1,0,360,360,1,2,1,0,5,1,2,32,29,1,1,4.25,181600,10.0,21.0,1,1,0.0,1,6.0,1.0,2,2,2
2.0,17.0,9.0,143.0,4583.0,6.0,76607,75749,9340,80800,174400,80.0,1,0,360,360,1,2,1,0,5,1,2,42,44,1,1,4.25,174400,13.0,18.0,1,0,0.0,1,0.0,1.0,2,2,2
2.0,35.0,61.0,189.0,7473.0,2.0,66327,66018,7489,70600,175000,72.0,1,0,360,360,1,2,1,0,5,1,2,66,69,1,1,4.25,175000,16.0,29.0,1,1,0.0,1,0.0,1.0,2,2,2
5.0,14.0,58.0,794.0,11397.0,6.02,58250,55715,8649,61200,168000,66.0,6,0,360,360,1,2,0,0,5,1,2,53,55,1,1,3.75,168000,12.61,24.85,1,0,0.0,0,0.0,0.0,2,2,2
2.0,35.0,63.0,189.0,5257.0,8.0,101202,66018,4680,70600,153750,75.0,1,0,360,360,1,2,0,0,5,2,1,25,26,1,1,4.25,153750,28.0,40.0,1,1,0.0,1,0.0,1.0,2,3,2
5.0,14.0,6.0,342.0,10255.0,7.2,73375,66803,9002,77800,170000,80.0,6,0,360,360,1,2,0,0,5,1,2,49,49,1,1,3.875,170000,11.35,20.37,1,1,0.0,0,0.0,0.0,2,2,2
2.0,35.0,34.0,143.0,2983.0,7.0,93276,75749,11564,80800,147000,78.0,2,0,360,360,1,2,1,0,5,2,1,43,49,1,1,4.25,147000,10.0,32.0,1,1,0.0,1,0.0,1.0,2,2,2
5.0,22.0,76.0,794.0,11353.0,3.84,58583,53628,12075,58600,164500,79.0,6,0,240,240,1,2,0,0,5,2,1,53,54,1,1,3.5,164500,10.21,28.61,1,1,0.0,0,2.0,0.0,2,2,2
5.0,49.0,38.0,764.0,11520.0,4.71,47083,65079,8280,70100,153600,80.0,1,0,360,360,1,2,0,0,5,2,1,32,32,1,1,3.875,153600,12.66,23.16,1,1,0.0,0,0.0,0.0,2,2,2
5.0,14.0,58.0,794.0,11401.0,8.74,47500,55715,8287,61200,192000,70.0,6,0,360,360,1,2,0,0,5,1,2,34,27,1,1,3.75,192000,12.63,32.53,1,0,0.0,0,0.0,0.0,2,2,2
2.0,35.0,90.0,143.0,3419.0,7.0,97958,75749,6345,80800,178400,80.0,1,0,360,360,1,2,0,0,5,2,1,28,30,1,1,4.25,178400,14.0,18.0,1,0,0.0,0,0.0,1.0,2,2,2
2.0,35.0,63.0,189.0,3979.0,7.0,62039,66018,18116,70600,172000,48.0,2,0,360,360,1,2,1,0,5,1,2,52,61,1,1,4.25,172000,10.0,15.0,1,1,0.0,1,0.0,1.0,2,2,2
5.0,22.0,84.0,794.0,0.0,15.69,52361,53628,9167,58600,159000,79.89,2,0,360,360,1,2,0,0,5,1,2,48,56,1,1,3.75,159000,9.65,25.84,1,1,0.0,0,0.0,0.0,2,2,2
2.0,17.0,80.0,552.0,3290.0,6.0,73447,61121,8375,58400,176000,80.0,1,0,360,360,1,2,0,0,5,1,2,35,30,1,1,4.25,176000,14.0,19.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,15.0,143.0,3650.0,8.0,93599,75749,3466,80800,156800,73.0,2,0,350,350,1,1,1,0,8,2,4,31,998,1,1,4.375,156800,31.0,34.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,50.0,140.0,3539.0,25.26,66166,64075,4872,72700,184000,80.0,1,0,360,360,1,2,0,0,5,1,2,32,31,1,1,4.0,184000,25.14,25.14,1,1,0.0,0,0.0,0.0,2,2,2
5.0,14.0,53.0,794.0,11350.0,4.75,62241,55715,3349,61200,178000,87.0,2,0,360,360,1,1,0,0,8,2,4,63,998,1,1,4.0,178000,33.07,42.6,1,1,25.0,0,0.0,0.0,2,5,2
5.0,14.0,78.0,684.0,1898.0,4.03,81417,57692,11750,66100,180000,52.0,2,0,180,180,1,2,0,0,5,2,1,35,39,1,1,3.5,180000,13.82,16.87,1,1,0.0,0,0.0,0.0,2,2,2
5.0,14.0,53.0,794.0,11357.0,2.78,64600,55715,11733,61200,150000,60.0,6,0,180,180,1,2,0,0,5,1,2,51,53,1,1,3.5,150000,11.19,30.57,1,1,0.0,0,0.0,0.0,2,2,2
2.0,14.0,18.0,143.0,4715.0,3.0,83328,75749,4416,80800,144000,71.0,2,0,360,360,1,1,1,0,8,1,4,30,998,1,1,4.125,144000,22.0,23.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,84.0,714.0,3906.0,3.33,46208,53117,8419,57200,157000,63.0,2,0,180,180,1,2,0,0,5,1,2,37,40,1,1,2.75,157000,14.97,15.81,1,1,0.0,0,0.0,0.0,2,2,2
2.0,35.0,34.0,143.0,2735.0,2.0,114057,75749,5477,80800,181000,94.0,1,0,360,360,1,1,1,0,8,1,4,54,998,1,1,4.375,181000,25.0,25.0,1,1,30.0,1,0.0,1.0,2,5,2
5.0,22.0,19.0,794.0,11506.0,4.96,51250,53628,20434,58600,175000,61.0,1,0,180,180,1,1,0,0,8,2,4,57,998,2,1,3.5,175000,9.05,22.86,1,1,0.0,1,0.0,0.0,2,5,3
2.0,35.0,34.0,143.0,2774.0,72.0,70234,75749,7140,80800,155826,66.0,2,0,360,360,1,1,1,0,8,1,4,55,998,1,1,4.125,156500,22.0,29.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,17.0,22.0,143.0,4082.0,3.0,72475,75749,5750,80800,175000,80.0,2,0,360,360,1,1,1,0,8,2,4,55,998,1,1,4.125,175000,21.0,31.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,90.0,143.0,3373.0,21.0,155317,75749,7082,80800,193300,73.0,2,0,360,360,1,1,0,0,8,1,4,60,998,1,1,4.125,193300,21.0,26.0,1,1,0.0,1,5.0,1.0,2,5,2
2.0,35.0,90.0,143.0,3420.0,5.0,128170,75749,4324,80800,148000,80.0,1,0,360,360,1,2,0,0,5,1,2,31,27,1,1,4.25,148000,26.0,34.0,1,0,0.0,1,0.0,1.0,2,2,2
2.0,17.0,37.0,414.0,706.0,14.0,104167,70502,4436,74500,183900,80.0,1,0,360,360,1,1,0,0,8,2,4,25,998,1,1,4.125,183900,26.0,27.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,34.0,143.0,917.0,54.0,75208,75749,4645,80800,137750,95.0,1,0,360,360,1,1,0,0,8,2,4,28,998,1,1,4.25,137750,23.0,23.0,1,1,30.0,1,0.0,1.0,2,5,2
2.0,35.0,10.0,143.0,1824.0,35.0,80125,75749,5325,80800,175472,64.0,2,0,360,360,1,1,1,0,8,2,4,48,998,1,1,4.25,176000,25.0,31.0,1,1,0.0,1,0.0,1.0,2,5,2
2.0,31.0,0.0,13.0,650.0,24.0,121743,63484,13750,65700,340000,80.0,1,0,360,360,1,1,0,0,8,1,4,54,998,1,1,4.0,340000,16.0,16.0,1,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,81.0,794.0,11403.0,7.56,70789,55715,10050,61200,152000,32.0,2,0,180,180,1,2,0,0,5,1,2,41,41,1,1,3.25,152000,14.46,15.13,1,1,0.0,0,0.0,0.0,2,2,2
5.0,14.0,20.0,794.0,2639.0,3.35,52727,55715,4927,61200,157600,80.0,2,0,360,360,1,2,0,0,5,1,2,34,33,1,1,4.125,157600,19.19,19.74,1,1,0.0,0,0.0,0.0,2,2,2
2.0,42.0,22.0,509.0,2521.0,26.0,108036,72006,11898,78000,340000,85.0,1,0,360,360,1,2,1,0,5,1,2,66,70,1,1,4.375,340000,18.0,18.0,1,1,12.0,1,6.0,1.0,2,2,2
5.0,22.0,33.0,794.0,3906.0,2.23,63085,53628,15167,58600,154000,70.0,6,0,360,360,1,2,0,0,5,1,2,46,46,2,1,3.5,154000,12.3,19.69,1,1,0.0,0,2.0,0.0,2,2,3
5.0,14.0,18.0,143.0,4714.0,6.47,81625,69949,3514,76700,145000,75.0,6,0,360,360,1,2,0,0,5,1,2,69,69,1,1,3.75,145000,24.64,29.54,1,1,0.0,0,2.0,0.0,2,2,2
2.0,35.0,40.0,162.0,11580.0,2.0,72961,74750,16985,77900,176000,52.0,2,0,360,360,1,2,1,0,5,1,2,60,58,1,1,4.125,176000,9.0,15.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,90.0,143.0,3384.0,12.0,81855,75749,3729,80800,142000,59.0,2,0,360,360,1,2,1,0,5,1,2,71,71,1,1,4.125,142000,32.0,38.0,1,1,0.0,1,6.0,1.0,2,2,2
2.0,35.0,28.0,162.0,1017.0,33.0,56125,74750,4922,77900,164000,70.0,2,0,360,360,1,2,1,0,5,3,2,39,77,1,1,4.25,164000,27.0,42.0,1,1,0.0,0,0.0,1.0,2,2,2
2.0,35.0,15.0,143.0,3622.0,4.0,84337,75749,17427,80800,146000,50.0,1,0,360,360,1,2,1,0,5,1,2,68,63,1,1,4.25,146000,8.0,26.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,24.0,162.0,1705.0,21.0,38933,74750,6350,77900,166000,80.0,1,0,360,360,1,2,1,0,5,2,1,39,33,1,1,4.125,166000,20.0,24.0,1,1,0.0,1,0.0,1.0,2,1,2
5.0,22.0,22.0,396.0,1599.0,25.21,66694,63978,10936,72800,180000,79.0,2,0,360,360,1,2,0,0,2,1,2,34,32,1,1,4.5,180000,13.46,37.98,1,0,0.0,0,0.0,0.0,2,2,2
5.0,14.0,6.0,342.0,10278.0,10.88,104519,66803,13750,77800,337000,70.0,6,0,360,360,1,1,0,0,8,1,4,39,998,1,1,3.875,337000,15.41,20.89,1,1,0.0,0,6.0,0.0,2,5,2
5.0,14.0,91.0,714.0,1595.0,7.9,67868,53117,13585,57200,169000,68.0,2,0,240,240,1,2,0,0,5,1,2,36,33,1,1,3.875,169000,9.43,13.39,1,1,0.0,0,0.0,0.0,2,2,2
2.0,35.0,22.0,300.0,8841.0,1.0,78948,60582,10157,65400,164800,80.0,1,0,360,360,1,2,0,0,5,2,1,23,24,1,1,4.25,164800,12.0,16.0,1,0,0.0,1,0.0,1.0,2,2,2
5.0,14.0,92.0,794.0,5044.0,6.42,61328,55715,4203,61200,180000,71.0,6,0,360,360,1,2,0,0,5,1,2,38,37,1,1,3.5,180000,22.67,23.32,1,1,0.0,0,0.0,0.0,2,2,2
2.0,35.0,61.0,189.0,7618.0,13.0,60724,66018,8249,70600,153600,80.0,6,0,360,360,1,2,1,0,5,1,2,28,28,1,1,4.375,153600,12.0,24.0,1,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,26.0,162.0,3198.0,4.0,84232,74750,7767,77900,170000,85.0,1,0,240,240,1,2,0,0,5,1,2,38,36,1,1,4.375,170000,19.0,19.0,1,1,12.0,1,0.0,1.0,2,2,2
5.0,22.0,74.0,794.0,11668.0,6.48,46429,53628,6653,58600,144000,80.0,1,0,360,360,1,2,0,0,5,1,2,32,26,1,1,4.0,144000,14.72,26.94,1,0,0.0,0,0.0,0.0,2,2,2
5.0,22.0,36.0,396.0,663.0,12.58,95388,63978,12972,72800,150000,61.0,6,0,180,180,1,2,0,0,5,2,1,53,55,1,1,3.375,150000,12.81,12.93,1,1,0.0,0,0.0,0.0,2,2,2
2.0,14.0,6.0,342.0,10276.0,11.0,132734,72045,19475,77800,325200,80.0,1,0,360,360,1,2,0,0,5,1,2,40,31,1,1,4.25,325200,11.0,23.0,1,1,0.0,1,6.0,1.0,2,2,2
2.0,14.0,1.0,262.0,1641.0,7.0,92500,64365,8184,68800,157000,59.0,2,0,360,360,1,2,1,0,5,1,2,67,63,1,1,4.25,157000,14.0,25.0,1,1,0.0,1,6.0,1.0,3,2,2
5.0,14.0,56.0,794.0,2575.0,6.16,61563,55715,9924,61200,172500,53.0,6,0,240,240,1,2,0,0,5,1,2,55,53,1,1,4.0,172500,13.44,29.92,1,0,0.0,0,0.0,0.0,2,2,2
2.0,35.0,28.0,162.0,1139.0,18.0,101583,74750,5460,77900,140000,80.0,1,0,360,360,1,1,0,0,8,2,4,46,998,1,1,4.25,140000,21.0,33.0,1,1,0.0,1,5.0,1.0,2,5,2
5.0,14.0,6.0,342.0,10274.0,10.07,79440,66803,7847,77800,138000,65.0,6,0,360,360,1,1,0,0,8,1,4,37,998,1,1,3.875,138000,12.13,31.52,1,1,0.0,0,6.0,0.0,2,5,2
2.0,14.0,76.0,794.0,11627.0,4.0,79128,62670,16671,64500,340000,80.0,1,0,360,360,1,2,1,0,5,1,2,34,30,1,1,4.125,340000,10.0,25.0,1,1,0.0,1,6.0,1.0,2,2,2
5.0,14.0,35.0,342.0,6642.0,34.22,83327,66803,6379,77800,163120,78.0,2,0,360,360,1,1,0,0,8,2,4,40,998,1,1,3.875,163120,17.09,23.23,1,1,0.0,0,6.0,0.0,2,5,2
5.0,14.0,92.0,794.0,5053.0,4.57,63450,55715,3425,61200,160000,80.0,1,0,360,360,1,1,0,0,8,1,4,28,998,1,1,4.0,160000,25.85,40.09,1,1,0.0,0,0.0,0.0,2,5,2
